"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccH2O_hum","AccCO2_soda","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
53,1677798607,1730.40000009537,"20230302 17:10:07","17:10:07",5,"pas_smi19_t2_ch4","gibson",1677798604.2,0.000237074437835405,0.237074437835405,-0.77855748180558,420.306500499045,521.557716067873,46.3449088358176,37.3478636182133,0.0105537514198432,3.51993956863355,0.0105362035057728,0.00658670133715367,0,32.3381429737414,31.66093,4.68420391624803,56.7174491773236,2.76864947824239,4.88147742608518,1.91555443800564,-10.4549827085414,138.332539216339,8.91474711413678,136.792303621935,-0.709547026277729,0.44868424508349,-0.77855748180558,433.394388397135,433.851066666667,0.003961252404494,67.2414866134118,0.237074437835405,30.9012784780348,31.1277684848485,-0.0120754100849674,107.441885608945,16,3,1,0,46133,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677798604.2,420.3065,419.9983,31.15791,30.90074,420.8323,30.80467,500.34,88.75862,0.10001905,32.38989,31.66093,999.9,0,0,10009.932,0,0.296432,0.3082367,433.8234,433.3904,0.2571591,419.9983,30.90074,2.765535,2.742709,22.67979,22.54327,0,0,0,0,1.26,0,-18.23,-3.4,37.375,41.875,39.687,41.1436,38.8812,0,0,0,1677798607.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.32406085,0.055957846153846,0.0410561433201841,1,0.36224955,-0.745194371482177,0.0716916803220395,0,1,2,"1/2",2.83634,2.71036,0.0893075,0.0891138,0.120159,0.119033,25981.3,22202.7,25540.7,23748.6,38402.1,34626.1,46239.6,42364.1,1.723,1.81585,-0.0136793,0,31.7759,999.9,54.419,33.103,31.1557,56.9596,43.6298,1,0.228989,9.28105,20.009,5.23855,11.998,4.95695,3.304,9999,9999,9999,999.9,1.86874,1.86439,1.87195,1.86295,1.86228,1.86874,1.85884,1.86516,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.3533,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39314.4,39314.4,1.05835,2.37305,1.44775,2.30469,1.44409,2.47559,40.5531,23.7373,18,409.911,451.741,24.5452,30.2501,30.0006,29.8579,29.8566,21.2498,0,100,23.2811,420.012,32.0947,97.8139,99.6006,NA,4
54,1677798612,1735.40000009537,"20230302 17:10:12","17:10:12",5,"pas_smi19_t2_ch4","gibson",1677798609.5,0.000108655323427018,0.108655323427018,-0.628794896722319,420.370444846078,605.384277150421,53.793678379332,37.3535841014383,0.00495921423071738,3.52061056835309,0.00495533658290565,0.00309743349482096,0,32.144651221204,31.4549555555556,4.62973603640984,57.3015474902905,2.76237998972901,4.82077729261515,1.86735604668083,-4.79169976313149,135.40768109998,8.70626431885787,139.322245655706,-0.74512983947394,0.33378437695186,-0.628794896722319,433.413250572541,433.8042,-0.00151719222322229,67.2414866134118,0.108655323427018,30.8968350542575,31.0597545454545,-0.0134046641152115,107.441885608945,16,3,1,0,46283,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677798609.5,420.370444444445,420.012666666667,31.0873222222222,30.8960111111111,420.896111111111,30.7341111111111,500.382555555556,88.7586777777778,0.1000528,32.1683666666667,31.4549555555556,999.9,0,0,10012.6444444444,0,0.30603,0.357818555555556,433.858111111111,433.403111111111,0.191325666666667,420.012666666667,30.8960111111111,2.75926888888889,2.74228888888889,22.6424222222222,22.5407444444444,0,0,0,0,3.11111111111111,0,-17.5,-2.93333333333333,37.375,41.875,39.687,41.1663333333333,38.8887777777778,0,0,0,1677798612.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.3354302,0.107560547842401,0.0432665359384132,0,0.287804075,-0.748899095684804,0.0720466486862462,0,0,2,"0/2",2.83599,2.71028,0.0893014,0.0891104,0.119978,0.119022,25980.7,22202.4,25540.1,23748.3,38409.7,34625.9,46239.1,42363.2,1.72215,1.8161,-0.0205599,0,31.6763,999.9,54.395,33.103,31.1383,56.6996,44.5994,1,0.22939,9.28105,20.0095,5.23826,11.998,4.95695,3.30395,9999,9999,9999,999.9,1.86873,1.86441,1.87195,1.86295,1.86232,1.86873,1.85884,1.86515,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.3532,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39314.5,39314.4,1.05957,2.39746,1.44775,2.30347,1.44409,2.35718,40.5531,23.7285,18,409.454,451.922,24.2885,30.2606,30.0006,29.8605,29.8598,21.249,0,100,23.247,420.012,32.0947,97.8123,99.5988,NA,4
55,1677798617,1740.40000009537,"20230302 17:10:17","17:10:17",5,"pas_smi19_t2_ch4","gibson",1677798614.2,3.80511338584776e-06,0.00380511338584776,-0.789318567558501,420.327700505066,7378.20201659337,655.634767534429,37.3507601972873,0.000178100385110519,3.5207074120348,0.00017809537999511,0.000111310062163595,0,31.9725894092791,31.2536,4.57702352929665,57.8199610831383,2.75680028881137,4.76790408912143,1.82022324048528,-0.167805500315886,136.627866650247,8.76735616170825,145.227417311639,-0.672699980327436,0.227909760155263,-0.789318567558501,433.381873582529,433.823175757576,0.00862335428376608,67.2414866134118,0.00380511338584776,30.8935944277633,30.9926993939394,-0.0128996206365001,107.441885608945,16,3,1,0,46200,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677798614.2,420.3277,419.9864,31.02372,30.89307,420.8537,30.67049,500.3321,88.76115,0.09989854,31.97342,31.2536,999.9,0,0,10012.758,0,0.3001878,0.3413635,433.7855,433.3749,0.130649,419.9864,30.89307,2.753699,2.742105,22.60913,22.53964,0,0,0,0,1.26,0,-14.37,-1.95,37.375,41.875,39.687,41.1498,38.875,0,0,0,1677798617.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.3421166,-0.0982513621013146,0.0392052029964136,1,0.23736065,-0.74958085553471,0.0721130230483891,0,1,2,"1/2",2.83634,2.71014,0.0893115,0.0891109,0.119798,0.119016,25980,22202.2,25539.7,23748.1,38417.1,34626,46238.4,42363.1,1.7223,1.81543,-0.0263937,0,31.5729,999.9,54.395,33.103,31.1393,56.7396,43.8582,1,0.230005,9.28105,20.0101,5.23751,11.998,4.9559,3.304,9999,9999,9999,999.9,1.86871,1.86442,1.87195,1.86295,1.8623,1.86873,1.85883,1.86519,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.3533,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39314.6,39314.5,1.05957,2.41089,1.44775,2.30347,1.44409,2.24487,40.5787,23.7285,18,409.555,451.525,24.0473,30.271,30.0007,29.8631,29.8631,21.2514,0,100,23.213,420.012,32.0947,97.8108,99.5983,NA,4
56,1677798622,1745.40000009537,"20230302 17:10:22","17:10:22",5,"pas_smi19_t2_ch4","gibson",1677798619.5,-0.000139010006607669,-0.139010006607669,-0.553143086831978,420.311222576456,276.256428548878,24.549996673941,37.3516705854554,-0.00667540066397641,3.51584358707136,-0.00668244999137309,-0.00417589728815012,0,31.7811313984421,31.0459,4.5231985315644,58.4143535042301,2.75022287948287,4.70812859254483,1.77297565208153,6.13034129139818,133.600557465524,8.56677335858199,148.297672115504,-0.637770046506742,0.105355467260332,-0.553143086831978,433.358163890387,433.731703030303,-0.00762130119819413,67.2414866134118,-0.139010006607669,30.887770552462,30.9184642424242,-0.0146802750145632,107.441885608945,16,3,1,0,46256,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677798619.5,420.311222222222,419.960111111111,30.9477333333333,30.8873333333333,420.837111111111,30.5945111111111,500.332888888889,88.7667,0.0999982444444444,31.7507444444444,31.0459,999.9,0,0,9992.43111111111,0,0.296756666666667,0.351192888888889,433.734555555556,433.344888888889,0.0604137888888889,419.960111111111,30.8873333333333,2.74712777777778,2.74176666666667,22.5697666666667,22.5376,0,0,0,0,1.03333333333333,0,-17.5111111111111,-3.3,37.375,41.875,39.687,41.1594444444444,38.875,0,0,0,1677798622.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.3356697,0.176112045028142,0.0337227358982038,0,0.1741580225,-0.766245085553471,0.0737196543179887,0,0,2,"0/2",2.83633,2.71035,0.089314,0.0891125,0.119605,0.119013,25979.5,22201.7,25539.3,23747.7,38425.2,34625.6,46237.8,42362.5,1.72237,1.81543,-0.0317171,0,31.464,999.9,54.395,33.103,31.1345,56.7496,43.3814,1,0.230615,9.28105,20.0106,5.239,11.998,4.9567,3.30395,9999,9999,9999,999.9,1.86873,1.86443,1.87195,1.86295,1.86233,1.86874,1.85884,1.86514,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.3533,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39314.7,39314.6,1.05957,2.37549,1.44775,2.30469,1.44409,2.51587,40.5531,23.7373,18,409.616,451.55,23.8181,30.2816,30.0007,29.8662,29.8663,21.2529,0,100,23.1779,420.012,32.0947,97.8096,99.5967,NA,4
57,1677798627,1750.40000009537,"20230302 17:10:27","17:10:27",5,"pas_smi19_t2_ch4","gibson",1677798624.2,-0.00029075762902832,-0.29075762902832,-0.640178500111076,420.339600408746,336.544240371235,29.9086971890882,37.3555934617683,-0.014296996623034,3.52018287597171,-0.0143293345095825,-0.00895292263524812,0,31.6201819955758,30.85378,4.47390274903852,58.9245430322915,2.7438622176225,4.65656936213968,1.73004053141602,12.8224114401489,133.398329535269,8.52701453182179,154.74775550724,-0.542580869565425,-0.0137621600252444,-0.640178500111076,433.383352596852,433.765690909091,0.00179325499956039,67.2414866134118,-0.29075762902832,30.8837543121428,30.8367272727273,-0.0159049896796667,107.441885608945,16,3,1,0,46315,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677798624.2,420.3396,420.0152,30.875,30.88289,420.8654,30.5218,500.3583,88.77004,0.09999134,31.55669,30.85378,999.9,0,0,10009.63,0,0.2950411,0.3244902,433.7312,433.3996,-0.007880014,420.0152,30.88289,2.740775,2.741475,22.53165,22.53585,0,0,0,0,2.81,0,-18.88,-2.98,37.375,41.875,39.687,41.1622,38.875,0,0,0,1677798627.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.3454582,-0.0253952870544095,0.0357315319054473,1,0.108459974,-0.801345825816135,0.0771218639169275,0,1,2,"1/2",2.83576,2.71024,0.0893287,0.0891344,0.119383,0.118995,25978.8,22200.9,25539.1,23747.4,38434.2,34626.1,46236.9,42362.3,1.72165,1.81595,-0.0376143,0,31.3492,999.9,54.371,33.103,31.1247,56.8796,44.3189,1,0.23111,9.28105,20.011,5.2387,11.998,4.95705,3.304,9999,9999,9999,999.9,1.86874,1.86443,1.87195,1.86295,1.86233,1.86874,1.85883,1.86517,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.3533,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39314.7,39314.7,1.05957,2.38892,1.44775,2.30469,1.44409,2.44019,40.5787,23.7373,18,409.234,451.907,23.6012,30.292,30.0006,29.8694,29.8701,21.2512,0,100,23.1421,420.012,32.0947,97.8079,99.596,NA,4
58,1677798632,1755.40000009537,"20230302 17:10:32","17:10:32",5,"pas_smi19_t2_ch4","gibson",1677798629.5,-0.000432362768334841,-0.432362768334841,-0.453721326177913,420.429111401239,374.604715596041,33.2903538887249,37.3626740960794,-0.021778820449311,3.519322349128,-0.0218539746043537,-0.013651960453937,0,31.4450027493818,30.6553777777778,4.42348686772318,59.4508844148333,2.73613167634956,4.60233973519641,1.68735519137362,19.0671980835665,131.898656444609,8.41640382631685,159.382258354493,-0.601408610015922,-0.152144746841375,-0.453721326177913,433.429658357603,433.739448484848,-0.00695890689818124,67.2414866134118,-0.432362768334841,30.8771119748167,30.7553563636363,-0.0167570791885326,107.441885608945,16,3,1,0,46261,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677798629.5,420.429111111111,420.035444444444,30.7887333333333,30.8759777777778,420.954777777778,30.4355,500.298666666667,88.7679444444445,0.100007566666667,31.3505555555556,30.6553777777778,999.9,0,0,10006.38,0,0.283927888888889,0.393707222222222,433.784777777778,433.417444444444,-0.0872379333333334,420.035444444444,30.8759777777778,2.73305222222222,2.74079666666667,22.4852111111111,22.5317888888889,0,0,0,0,4.75555555555556,0,-17.8444444444444,-3.41111111111111,37.3887777777778,41.875,39.687,41.1732222222222,38.861,0,0,0,1677798632.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.352177375,0.146077091932457,0.043226366486606,0,0.0254438965,-0.855876544840526,0.0823734882785038,0,0,2,"0/2",2.8359,2.7103,0.0893182,0.0891147,0.119152,0.118975,25978.3,22201.1,25538.4,23747.1,38443.7,34626.5,46236.1,42361.7,1.72173,1.8157,-0.0412613,0,31.2364,999.9,54.371,33.103,31.1251,56.8896,44.3109,1,0.231801,9.28105,20.0111,5.23691,11.998,4.95665,3.30373,9999,9999,9999,999.9,1.86874,1.86443,1.87195,1.86295,1.86233,1.86874,1.85883,1.86512,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.3533,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39314.8,39314.8,1.05957,2.40845,1.44775,2.30347,1.44409,2.29736,40.5787,23.7285,18,409.291,451.775,23.3946,30.3019,30.0007,29.8718,29.8732,21.2512,0,100,23.107,420.012,32.0947,97.8059,99.5948,NA,4
59,1677798637,1760.40000009537,"20230302 17:10:37","17:10:37",5,"pas_smi19_t2_ch4","gibson",1677798634.2,-0.000595721649316339,-0.595721649316339,-0.678186396677427,420.419100433412,372.878094772949,33.1374112407222,37.3623466216207,-0.0306492943714992,3.5170887429617,-0.0307984578304103,-0.0192355744422362,0,31.2842648605815,30.47947,4.37920172621057,59.9625051020681,2.72898569105311,4.55115356906426,1.65021603515745,26.2713247348505,127.907435895648,8.15190991796345,162.330670548462,-0.635941033061146,-0.286274129644752,-0.678186396677427,433.34630339481,433.755903030303,0.0009275182888616,67.2414866134118,-0.595721649316339,30.8721896550564,30.6672375757576,-0.0181375438848569,107.441885608945,16,3,1,0,46330,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677798634.2,420.4191,419.9717,30.70786,30.87201,420.9451,30.35462,500.3658,88.76925,0.1000392,31.15404,30.47947,999.9,0,0,9997.186,0,0.278209,0.4476441,433.7385,433.35,-0.1641501,419.9717,30.87201,2.725914,2.740485,22.44215,22.52991,0,0,0,0,2.07,0,-15.85,-3.3,37.3812,41.8874,39.687,41.187,38.8498,0,0,0,1677798637.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.378866525,0.39272252532833,0.0565242538486743,0,-0.0483295535,-0.914270607129456,0.0879962077558582,0,0,2,"0/2",2.83597,2.71027,0.08933,0.0891187,0.118919,0.118974,25977.6,22200.5,25538.1,23746.6,38453.6,34625.8,46235.6,42360.9,1.722,1.81498,-0.0466183,0,31.1202,999.9,54.371,33.123,31.1559,56.7196,43.3654,1,0.232416,9.28105,20.0115,5.23826,11.998,4.957,3.304,9999,9999,9999,999.9,1.86874,1.86445,1.87195,1.86295,1.86232,1.86874,1.85884,1.86517,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.3532,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39314.9,39314.9,1.05957,2.40112,1.44775,2.30469,1.44409,2.33398,40.5787,23.7285,18,409.465,451.348,23.1947,30.312,30.0007,29.875,29.8768,21.2521,0.381401,100,23.0702,420.012,30.588,97.8048,99.5927,NA,4
60,1677798642,1765.40000009537,"20230302 17:10:42","17:10:42",5,"pas_smi19_t2_ch4","gibson",1677798639.5,-0.000752616357779326,-0.752616357779326,-0.40102307631757,420.403444699272,392.107247437103,34.8475098934044,37.3622606930497,-0.0397498393417901,3.52150930012409,-0.0400008092950463,-0.0249778261246688,0,31.1054930927964,30.2682,4.3265250486996,60.5099456465062,2.72068516751227,4.49626113268434,1.60583988118732,33.1903813780683,127.759585806688,8.11524711280717,169.065214297563,-0.538657448305605,-0.449332932055348,-0.40102307631757,433.344232464752,433.663187878788,-0.0157108385568575,67.2414866134118,-0.752616357779326,30.8716445831253,30.5755896969697,-0.017983099360572,107.441885608945,16,3,1,0,46513,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677798639.5,420.403444444444,419.973,30.6133888888889,30.8710888888889,420.929111111111,30.2601888888889,500.313888888889,88.7724444444444,0.0999498333333333,30.9411444444444,30.2682,999.9,0,0,10014.7333333333,0,0.278209,0.430667555555556,433.679777777778,433.350666666667,-0.257674555555556,419.973,30.8710888888889,2.71762555555556,2.74050111111111,22.3920666666667,22.5299888888889,0,0,0,0,3.16666666666667,0,-15.3,-3.52222222222222,37.375,41.875,39.687,41.187,38.826,0,0,0,1677798642.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,0.3987434,0.429926926829268,0.058019092643629,0,-0.1276039785,-0.978298703189494,0.0941863968592788,0,0,2,"0/2",2.83569,2.7104,0.0893216,0.0891208,0.118667,0.118967,25977.5,22200.2,25537.8,23746.5,38464.2,34626.1,46234.9,42360.9,1.72123,1.81543,-0.0513233,0,31.0079,999.9,54.371,33.103,31.1246,56.3396,43.738,1,0.232934,9.28105,20.012,5.23826,11.998,4.95705,3.304,9999,9999,9999,999.9,1.86874,1.86445,1.87195,1.86295,1.86234,1.86874,1.85883,1.8652,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.3532,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39315,39314.9,1.05957,2.37549,1.44775,2.30469,1.44409,2.48413,40.5787,23.7373,18,409.055,451.657,23.0042,30.3219,30.0007,29.8783,29.8803,21.2534,1.27374,100,23.0296,420.012,30.4069,97.8036,99.5926,NA,4
61,1677798979,2102.40000009537,"20230302 17:16:19","17:16:19",5,"pas_smi19_t2_ch4","gibson",1677798976,0.00275166843077098,2.75166843077098,-1.18450630577839,419.956000770833,420.469617033463,37.3805998624613,37.3349383373036,0.0889667393608497,3.51712883855311,0.0877351737811848,0.0549437145394424,0,34.8937567521528,34.6114272727273,5.52796104477636,49.4675238168298,2.87141251937087,5.80464170796834,2.65654852540548,-121.348577797,167.292540155206,11.1141148017958,57.0580771600018,-1.09833110587672,2.74524288973868,-1.18450630577839,433.299784943335,434.007309090909,0.00332492569919762,67.2414866134118,2.75166843077098,30.7272211995629,32.3022151515151,4.73107982472628e-05,107.441885608945,14,3,1,0,45514,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677798976,419.956,419.988272727273,32.2986181818182,30.7269454545455,420.481272727273,31.9453909090909,500.324454545455,88.8021818181818,0.0998418909090909,35.4937,34.6114272727273,999.9,0,0,9993.64090909091,0,0.278209,-0.0325844536363636,433.972454545455,433.302636363636,1.57167090909091,419.988272727273,30.7269454545455,2.86818727272727,2.72862,23.2818727272727,22.4585,0,0,0,0,-1.70909090909091,0,-14.7818181818182,-2.74545454545455,37.2156363636364,41.75,39.5394545454545,41,38.75,0,0,0,1677798979.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.06215367825,0.0190869614634148,0.04708767951327,1,1.55589875,0.133381801125703,0.0129108663898865,0,1,2,"1/2",2.83639,2.71028,0.089297,0.0891483,0.123381,0.118633,25975.6,22202.3,25534.7,23749,38251.6,34643,46229.5,42365.4,1.72615,1.81445,0.164416,0,31.9613,999.9,53.907,33.204,31.0194,55.0996,43.7139,1,0.202851,-3.84089,20.2024,5.23511,11.992,4.95585,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87198,1.86296,1.86234,1.86875,1.85892,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.526,0.3533,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39320.6,39320.6,1.05957,2.39502,1.44775,2.30347,1.44409,2.40845,40.6042,23.8949,18,411.803,451.044,38.8751,30.2337,30.0007,29.8785,29.8797,21.2501,0,100,39.1538,420.012,32.1088,97.7918,99.6033,NA,4
62,1677798984,2107.40000009537,"20230302 17:16:24","17:16:24",5,"pas_smi19_t2_ch4","gibson",1677798981.5,0.0027719222046665,2.7719222046665,-1.15780780869713,419.968556308973,419.85693570316,37.327654284191,37.3375779868394,0.0893310807444749,3.51659950884084,0.0880892991804211,0.0551659430145806,0,34.9192221361057,34.6429111111111,5.53763342748999,49.4018214218782,2.87234204683606,5.81424320837694,2.66529138065393,-122.241769225793,166.977620118066,11.0981822680333,55.8340331603071,-1.15100198159741,2.76573221132676,-1.15780780869713,433.272071394179,433.981933333333,-0.000700065212334035,67.2414866134118,2.7719222046665,30.7252927643659,32.3103212121212,0.000230237028705516,107.441885608945,14,3,1,0,45528,0,0,0,0,2.96,0.5,"0: Broadleaf",2,"True",1677798981.5,419.968555555555,419.974777777778,32.3077555555555,30.7245555555556,420.494222222222,31.9545111111111,500.383888888889,88.8056222222222,0.100028988888889,35.5236555555556,34.6429111111111,999.9,0,0,9991.11111111111,0,0.278209,-0.00602553333333333,433.989888888889,433.287222222222,1.58317444444444,419.974777777778,30.7245555555556,2.86911,2.72851444444444,23.2871888888889,22.4578444444444,0,0,0,0,2.98888888888889,0,-17.2,-3.17777777777778,37.236,41.75,39.5,41,38.7775555555556,0,0,0,1677798984.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.05620731975,0.29284798412758,0.0482521398737437,0,1.5645965,0.128065215759849,0.0124079443402201,0,0,2,"0/2",2.83619,2.71019,0.0893011,0.089151,0.123409,0.118629,25975.2,22202.1,25534.3,23748.9,38249.8,34642.8,46228.8,42365,1.72553,1.81513,0.16541,0,31.9839,999.9,53.907,33.204,31.019,54.8096,44.5393,1,0.203178,-3.96039,20.2001,5.23466,11.992,4.9558,3.304,9999,9999,9999,999.9,1.86874,1.86447,1.87198,1.86295,1.86234,1.86875,1.85895,1.86523,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,-0.525,0.3532,-0.313142003518622,-0.000573800699069266,1.31796767940654e-07,7.45644886919251e-11,0.353228264504363,0,0,0,2,2122,1,28,39320.7,39320.7,1.05957,2.41089,1.44775,2.30347,1.44409,2.32056,40.6042,23.8861,18,411.436,451.463,39.1503,30.2359,30.0006,29.8758,29.8793,21.2525,0,100,39.4025,420.012,32.1088,97.7904,99.6024,NA,4
